file_id,file_name,r_mean,r_std,r_min,r_max,g_mean,g_std,g_min,g_max,b_mean,b_std,b_min,b_max,class_label
1YhWe4vWu_Ar75EQ2oWloVNMPf4jfRvc4,Yellow_Walking_Iris_71_aug_00338.jpg,90.8032525510204,55.28339516414484,0,255,121.34159757653062,67.4204715942125,0,255,45.443379304846935,33.86642485639004,0,237,yellow_walking_iris
1aWaNsel8Xjzrbc1KWa6ZmFKLWWYvUW9z,Yellow_Walking_Iris_351_aug_00334.jpg,113.83522002551021,57.26420945315408,0,255,116.56899713010205,58.72082175654036,0,254,44.99164939413265,36.22592375962337,0,205,yellow_walking_iris
15c0uhaWqYQVKD__LYFJaeru--kQSqcBL,Yellow_Walking_Iris_518_aug_00335.jpg,82.58607700892857,61.65436535046762,0,255,106.25717474489795,71.12500047874951,0,255,49.93710140306123,44.69745266381352,0,228,yellow_walking_iris
1g0ZnmCot2EW7WGADd3jzMp7q-s-e65eW,Yellow_Walking_Iris_272_aug_00336.jpg,95.93377311862245,52.777131793112645,0,255,117.24820631377551,57.848713292476866,0,255,59.055683992346935,40.01308041542492,0,218,yellow_walking_iris
1emunA7cY09SQFc4JCahI2qTdNMe3z137,Yellow_Walking_Iris_238_aug_00333.jpg,89.83958466198979,58.30329793350594,0,255,114.1430365114796,67.49398481957867,0,255,61.92378826530612,44.93710452053918,0,210,yellow_walking_iris
1608fNYgFoj03xf8RZACmxXD7I_eFhcxB,Yellow_Walking_Iris_475_aug_00332.jpg,72.97205835459184,53.73444594780915,0,249,87.69064891581633,61.22957480600835,0,255,41.97325414540816,36.54529239977815,0,186,yellow_walking_iris
1MjvKEGs4qOwkXeU2yWky42za83VSCudx,Yellow_Walking_Iris_504_aug_00331.jpg,97.74220742984694,56.375566774264904,0,255,103.96416613520408,58.45599428554077,0,253,45.54984454719388,36.82889589600908,0,250,yellow_walking_iris
1mSoZBzZcqcB4mjUVNRiSEeh4BGahj7hk,Yellow_Walking_Iris_272_aug_00330.jpg,80.7958984375,39.63721424503786,0,196,84.45778858418367,41.30354551626569,0,195,55.38873166454081,28.843331893874144,0,155,yellow_walking_iris
1SWejou61U6kncSJRqvtnP0t_aqOUknZO,Yellow_Walking_Iris_79_aug_00327.jpg,75.02497209821429,47.25738837829396,0,239,99.36250398596938,57.12893339971868,0,255,55.73945711096939,37.22025732128157,0,228,yellow_walking_iris
1RUly7Cnbt2St8k398ncO9TE--WNLaK2W,Yellow_Walking_Iris_86_aug_00329.jpg,121.15806361607143,68.85692221813093,0,255,132.88161670918367,70.89791116431276,0,255,37.56636639030612,36.14829068988888,0,236,yellow_walking_iris
1b8qFmkb0FnLKPLMDPFWddJilgnkHPqC2,Yellow_Walking_Iris_383_aug_00328.jpg,90.552734375,53.29546825837128,0,255,120.6803053252551,59.56736975672656,0,255,58.525410554846935,41.937574515948626,0,229,yellow_walking_iris
10e0gJBMFdJegsoAQvCtItXsQlnm6yW0g,Yellow_Walking_Iris_461_aug_00326.jpg,98.94694674744898,55.99736399722855,0,255,121.30446827168367,62.6457025574149,0,255,70.17877072704081,44.9429331025617,0,242,yellow_walking_iris
1x5gEZTIQsr2Mx_Fatve-c12cPma-P1ca,Yellow_Walking_Iris_448_aug_00324.jpg,111.90555245535714,37.56184722733193,21,228,124.36166693239795,40.25650671273413,27,226,75.0797193877551,30.119023139798983,0,194,yellow_walking_iris
18ipfOCA_1zgCjPzd-xZlYA_eiJSAgGGE,Yellow_Walking_Iris_475_aug_00322.jpg,95.75918765943878,47.14358115999279,0,245,95.75918765943878,47.14358115999279,0,245,95.75918765943878,47.14358115999279,0,245,yellow_walking_iris
1KpZHrXpajN54geD4Za1_8v8IOFVrKhRG,Yellow_Walking_Iris_45_aug_00323.jpg,111.4168925382653,56.85150954437167,0,253,111.4168925382653,56.85150954437167,0,253,111.4168925382653,56.85150954437167,0,253,yellow_walking_iris
1j2an-dQIV99i4NN0o8Po4UxgMTdkVtJp,Yellow_Walking_Iris_357_aug_00321.jpg,102.33436304209184,71.02953934671362,0,255,119.22108179209184,77.42611641083988,0,255,42.80391023596939,41.75642519204048,0,231,yellow_walking_iris
1QUbtbzMk7jVr9DciLah9FhZu_-8tlp9Z,Yellow_Walking_Iris_374_aug_00320.jpg,83.11605149872449,51.07742246610053,0,255,117.10379464285714,61.81292937688446,0,255,43.28579400510204,35.57460119745654,0,209,yellow_walking_iris
1SpJkW08OdKtNsFTL6dPgOBhhNZyvBf5H,Yellow_Walking_Iris_10_aug_00319.jpg,73.39249840561224,50.94385448821465,0,246,90.42169563137755,59.10783109866754,0,253,39.968191964285715,33.193780643204384,0,218,yellow_walking_iris
1iA2EleLVSfwl7yvwn1XAfpwZ1tFq4PEz,Yellow_Walking_Iris_112_aug_00316.jpg,102.64500956632654,55.62622836553502,0,255,112.26893335459184,57.03537272163825,0,255,43.516183035714285,35.12039096926236,0,199,yellow_walking_iris
1Sr6HVWAPN-RPhDublOp9ps01wzSF2uvl,Yellow_Walking_Iris_136_aug_00318.jpg,82.97187898596938,54.37872475096743,0,255,118.9111328125,64.27520045801202,0,255,55.72737962372449,41.937858278515584,0,250,yellow_walking_iris
13KHOn9Jor8thiDTDdaJdpXYITTdrkVC7,Yellow_Walking_Iris_561_aug_00315.jpg,94.76700015943878,42.05918956038126,0,249,111.33075573979592,44.81141588721129,3,254,54.1279296875,32.7230905947209,0,232,yellow_walking_iris
1iYIt0gz8_wlllEHuQISPU7Wt-IiAU4Iv,Yellow_Walking_Iris_134_aug_00317.jpg,82.40868144132654,65.27849629587398,0,255,104.81050701530613,76.95400270797256,0,255,47.63042091836735,43.885922360042805,0,231,yellow_walking_iris
1iRiGYrgCqPmv707f8WLoX3JE2s8PWuWg,Yellow_Walking_Iris_7_aug_00313.jpg,79.78023357780613,31.900154401480545,2,189,84.28264508928571,32.718542447926495,2,176,38.133031728316325,21.589082167936276,0,163,yellow_walking_iris
17fRrFVkekpmRwne5nQdyuMpVo8xbER0q,Yellow_Walking_Iris_132_aug_00312.jpg,68.87468112244898,38.00572992212653,0,185,77.83125398596938,41.773635652079626,0,187,44.25346779336735,26.14997737851035,0,134,yellow_walking_iris
1H1A8bC76xw3Xvv_bN262sZXi9njpI95L,Yellow_Walking_Iris_563_aug_00311.jpg,92.70840640943878,55.54424757416135,0,255,136.3377311862245,61.67105038171571,0,255,56.777323820153065,42.957586685094974,0,250,yellow_walking_iris
18NN7xQqtsvbnRVIkdDZcPPHm0qNCH3DJ,Yellow_Walking_Iris_408_aug_00309.jpg,69.65702726403062,40.18197326426727,0,232,98.57214604591837,45.30262181896924,0,241,47.251594387755105,32.09595842971048,0,222,yellow_walking_iris
1BIReDBpAn5e5eDn7B_Y4oUYZUM0y80oI,Yellow_Walking_Iris_477_aug_00310.jpg,66.1704400510204,40.84837734078592,0,187,70.52861926020408,42.847785646731516,0,185,35.48491310586735,26.878479462712583,0,133,yellow_walking_iris
1OqIIvbicck9Uax6NhLmrYEleyU8bqwvS,Yellow_Walking_Iris_132_aug_00308.jpg,78.76151945153062,55.00539897364567,0,253,94.17257254464286,61.19542300696413,0,255,45.3918606505102,37.745831986431675,0,188,yellow_walking_iris
1-Sf7bJS4VDGfq5KBz3h2sepd9EsrdqsL,Yellow_Walking_Iris_66_aug_00307.jpg,89.89532844387755,49.87705912825761,0,239,89.89532844387755,49.87705912825761,0,239,89.89532844387755,49.87705912825761,0,239,yellow_walking_iris
1H-JbTfzpgrIY_jgZVl6YDDZF2cx7TXac,Yellow_Walking_Iris_272_aug_00304.jpg,87.90630978954081,49.4368575164818,0,255,103.08502072704081,55.095544638511726,0,255,38.41035554846939,30.437108694544794,0,172,yellow_walking_iris
198dLRMLjinlCmfTfeJ29COBCidTFnYP-,Yellow_Walking_Iris_3_aug_00305.jpg,87.22560586734694,58.070909681966306,0,253,91.95324457908163,59.63518120378839,0,243,34.11951929209184,31.395149590111867,0,238,yellow_walking_iris
1CZ38kZVqLamPhHZP1qr6syv3Cta8gmaX,Yellow_Walking_Iris_169_aug_00303.jpg,65.53334263392857,45.36622128145619,0,216,75.73816167091837,49.62389515490533,0,221,33.8820950255102,29.23085170176124,0,158,yellow_walking_iris
1r2QGYM7APh49qI37iONSa97vgAl6UzQi,Yellow_Walking_Iris_80_aug_00302.jpg,91.54801100127551,56.482884607792705,0,255,118.08452248086735,63.25811424206153,0,255,52.79629703443877,40.16349641597016,0,207,yellow_walking_iris
1Vv0rhVrm6Euz7UH6EWG6KJxWpLJwEF8t,Yellow_Walking_Iris_576_aug_00301.jpg,78.37157206632654,50.37805701923914,0,230,91.93285634566327,56.291323184561165,0,240,45.225864955357146,33.949172338431815,0,187,yellow_walking_iris
1l6vqa_8uEtQeZQ6bDqpsjs6rC_1uJFU-,Yellow_Walking_Iris_567_aug_00299.jpg,117.07856345663265,50.8708599670866,0,255,123.57306281887755,52.040968470891016,0,255,61.59873246173469,37.82454819422736,0,252,yellow_walking_iris
19-Ha_J0NzCbvPc9SG4yL4A_Jf2sTM92x,Yellow_Walking_Iris_390_aug_00300.jpg,95.4053730867347,62.639020881636085,0,255,101.96605947066327,65.35539541954287,0,255,52.910275829081634,42.34929341439067,0,215,yellow_walking_iris
1wdTFCO9A75O34qFVvuKdmxVa3PSmT8PW,Yellow_Walking_Iris_374_aug_00295.jpg,97.44080835459184,52.649962759906316,0,252,103.62798947704081,54.30705313163039,0,237,45.366569674744895,35.371146409543236,0,188,yellow_walking_iris
1v2w_btzc0UqjtXrbwsBrlmLxqk-4rX4w,Yellow_Walking_Iris_268_aug_00298.jpg,77.13944913903062,31.32865270191922,0,185,90.44383769132654,34.47378134552939,0,196,54.16485969387755,24.393202861348612,0,148,yellow_walking_iris
1BM1j4rkFs_vhv0Etcq5qQ76MGK3VsrdM,Yellow_Walking_Iris_286_aug_00296.jpg,91.96482382015306,39.720302437698514,0,237,108.88745615433673,43.46410401181526,0,248,51.500956632653065,29.34105383404807,0,181,yellow_walking_iris
16xTgkAhix56xJB44vKNUDqCfcOXKaHWU,Yellow_Walking_Iris_391_aug_00294.jpg,124.59506536989795,59.34059800534175,0,255,136.98046875,62.03834423580363,0,255,59.529217155612244,41.39655021341879,0,229,yellow_walking_iris
1MzD6Feh8ZE5typFAN1fSqwNOXywgQZhZ,Yellow_Walking_Iris_391_aug_00293.jpg,119.74206792091837,43.76802649829366,0,233,125.25942681760205,45.535691097927234,0,227,85.11943957270408,33.9562056161368,0,203,yellow_walking_iris
1sccI3orq6ZUFX_MpXMQH3ulOFMq_Cjc6,Yellow_Walking_Iris_7_aug_00292.jpg,89.65242346938776,67.53575327816174,0,255,112.56124441964286,77.27740903487916,0,255,40.804129464285715,40.538544923679204,0,239,yellow_walking_iris
1YsTmXTGtyBqug9wBrClCTzZ_f1zuh-f6,Yellow_Walking_Iris_477_aug_00290.jpg,74.34151785714286,32.97358955617464,0,174,90.9077447385204,37.48897530075553,0,188,58.01223692602041,26.584610577956962,0,142,yellow_walking_iris
1GzG8tk_oSL1yGnhn_Q0CVRe6UUFUpGTQ,Yellow_Walking_Iris_455_aug_00288.jpg,108.0418925382653,55.79393915830779,0,255,124.44706632653062,60.726776454138474,0,255,51.77465322066327,38.56847629553039,0,210,yellow_walking_iris
1OyfjJL_juS98JP1qsPMiL567Njb62bRr,Yellow_Walking_Iris_223_aug_00291.jpg,68.05899234693878,47.69788587325441,0,226,80.0395806760204,53.09901138646158,0,232,41.19066884566327,33.37036128452786,0,167,yellow_walking_iris
1EnFw_wHscQA9q2R9NnvX49NV_dWxLTz2,Yellow_Walking_Iris_272_aug_00287.jpg,104.37639508928571,48.09170458230993,0,238,104.37639508928571,48.09170458230993,0,238,104.37639508928571,48.09170458230993,0,238,yellow_walking_iris
1JQqpGAlyg-XUIwwD8ch8i4nD1S0Ry2-T,Yellow_Walking_Iris_408_aug_00289.jpg,92.53802614795919,43.009309346834016,0,246,110.87595663265306,46.50032958151421,0,252,51.43520806760204,32.08556071416285,0,181,yellow_walking_iris
1cHJUsAQSDf1qP1H-ze-6Nh2pPTDdnAZx,Yellow_Walking_Iris_470_aug_00284.jpg,88.06242028061224,42.39746985386733,0,236,107.10245934311224,47.842498062547875,0,245,65.83609693877551,34.37168469089933,0,192,yellow_walking_iris
1Bl3BlWmatJoIkGQhfrtT9mMpD8fIGuGP,Yellow_Walking_Iris_112_aug_00286.jpg,98.84592235331633,52.77178870749732,0,255,130.7565768494898,60.48750167867705,0,255,64.75019929846938,40.336043344110784,0,253,yellow_walking_iris
1vjOxdOJxwCqGmqERFGW_ug--J2dmBhlR,Yellow_Walking_Iris_142_aug_00285.jpg,98.68132174744898,55.58900254310809,0,255,127.1641621492347,60.391013847253944,0,255,54.918526785714285,40.31119800378746,0,251,yellow_walking_iris
1CgSbmLLef-kiwIxbN6Y2AD5p6kqQYmpE,Yellow_Walking_Iris_98_aug_00283.jpg,81.26191804846938,61.62473511001701,0,247,81.26191804846938,61.62473511001701,0,247,81.26191804846938,61.62473511001701,0,247,yellow_walking_iris
1XUxNRQ2jvQZVg2BK-S_CByTWCQO3YlVk,Yellow_Walking_Iris_537_aug_00282.jpg,67.88761559311224,35.24856198679132,0,176,87.51102120535714,41.32248238824611,0,194,38.64022640306123,24.206899819360554,0,130,yellow_walking_iris
1Vgw7H12icdmZMEQzz8ufLsXTyOBYIDub,Yellow_Walking_Iris_572_aug_00280.jpg,78.75546077806122,55.50305322310468,0,238,78.75546077806122,55.50305322310468,0,238,78.75546077806122,55.50305322310468,0,238,yellow_walking_iris
1EbLlZ7XrJEdUzAMS9YwmemVQCAwHU-LJ,Yellow_Walking_Iris_309_aug_00279.jpg,64.17055963010205,42.112597989349695,0,191,81.75970583545919,51.172381992981926,0,213,45.362523915816325,30.9807995829799,0,155,yellow_walking_iris
1leJmfPg0Z3kjnM1fiTKSClDRCQ_OG6Pn,Yellow_Walking_Iris_174_aug_00277.jpg,78.00430484693878,39.756726210555215,0,212,91.0981146364796,43.24200519939833,0,222,50.53760762117347,29.94501332827563,0,210,yellow_walking_iris
1byiRgxGs_ylLTXttz6xhSj-eubjbTOrL,Yellow_Walking_Iris_182_aug_00278.jpg,73.47251674107143,39.99395235407562,0,200,82.12711256377551,42.86955997481658,0,195,38.27130500637755,25.6386426650678,0,131,yellow_walking_iris
1VKtLDOOEX23lUZXdyiaYmAHZpQi0vQjt,Yellow_Walking_Iris_423_aug_00275.jpg,88.26707987882654,42.91292822601877,0,248,106.07950015943878,47.54196795666711,0,255,49.90874123086735,31.513581991423454,0,181,yellow_walking_iris
1u3-0X7UKSPoj2T_Z-12VZxECyqJRsHL1,Yellow_Walking_Iris_29_aug_00276.jpg,77.89772002551021,42.27792300739919,0,231,97.17990672831633,47.11212196951961,0,236,34.006517059948976,26.83026164296997,0,189,yellow_walking_iris
1IOswpzO2HEspgefatzVMnif7d4Q7MC1_,Yellow_Walking_Iris_182_aug_00274.jpg,107.0303730867347,64.29502811241008,0,255,122.30899234693878,67.69514753285378,0,255,40.09452726403061,35.89844391077387,0,193,yellow_walking_iris
1Biun35NE53ioO96SUDXHYnfXiCXJp0Ss,Yellow_Walking_Iris_104_aug_00270.jpg,99.38863201530613,65.379479935206,0,255,109.46675701530613,69.54357514453481,0,255,61.676777742346935,46.25622199887711,0,219,yellow_walking_iris
18mC8GCm84c40ZHc88DXTsG_2oUXM6Hxk,Yellow_Walking_Iris_112_aug_00272.jpg,94.28467793367346,43.35079891064196,0,250,111.60851801658163,45.758795539745584,1,255,50.442741549744895,31.17933959601043,0,221,yellow_walking_iris
19IkthqZiY_qWl_GBi-ssqWNYnvEZ6kmI,Yellow_Walking_Iris_112_aug_00271.jpg,77.03639190051021,41.076459209668464,0,200,80.31915656887755,41.66098673127928,0,187,30.14389349489796,24.256996663573503,0,146,yellow_walking_iris
1kcZo413slOgjzgoWvns7T9yUgz4VcdPi,Yellow_Walking_Iris_118_aug_00269.jpg,70.84705835459184,37.2477256075419,0,182,76.72104193239795,39.24882410210266,0,179,38.774493781887756,24.32569311339079,0,134,yellow_walking_iris
16Ch6Q4B53sUk5QpjDocNAE9kS86U6dv1,Yellow_Walking_Iris_115_aug_00268.jpg,86.22945232780613,47.026879652220366,0,237,100.79113520408163,51.411780162990254,0,245,50.20254703443877,32.83525344309153,0,227,yellow_walking_iris
1RwFBTIwlRRPa5uRGS3VjiAkWXEoT5qyg,Yellow_Walking_Iris_29_aug_00265.jpg,83.27551020408163,48.62559048282568,0,246,101.29900749362245,54.58799018542741,0,255,44.65611049107143,32.5743003666122,0,215,yellow_walking_iris
1etaA3Q36mJRt8EYWSNgildW07hLthe8k,Yellow_Walking_Iris_383_aug_00266.jpg,101.16097337372449,68.68172642242654,0,255,122.37476084183673,76.56206801694175,0,255,56.233378507653065,47.86090927044851,0,241,yellow_walking_iris
1UQMCCslUcqe6ex6T7nPfMQkK4RoL5eMV,Yellow_Walking_Iris_555_aug_00264.jpg,101.19383769132654,59.59257509680891,0,255,127.86158721301021,66.33717907321255,0,255,39.75569993622449,37.262428632177546,0,225,yellow_walking_iris
1Er6-yjiG9Tf85nMM7YB9uNrN25NpMf_r,Yellow_Walking_Iris_423_aug_00263.jpg,78.16507892219387,34.623960366241604,0,204,100.1811224489796,38.23947037044377,6,222,48.50579958545919,27.712948234479697,0,197,yellow_walking_iris
1bMnSu8ZOcM1ibL0JdmGbNjBW4tiD10t2,Yellow_Walking_Iris_174_aug_00262.jpg,82.83063616071429,33.800194965846394,0,193,91.9872050382653,35.83907712054999,0,192,42.859733737244895,20.028007138869665,0,133,yellow_walking_iris
1thCEJNUyvjS9n3n-l-Nf01GGstbYlnAH,Yellow_Walking_Iris_525_aug_00261.jpg,92.59656010841837,38.42825926084776,0,221,103.4458306760204,40.99064910549663,0,224,65.38506457270408,30.44651077681573,0,206,yellow_walking_iris
1eiyqWR_kViUCzYCTNtJhKJn3VCROrGfd,Yellow_Walking_Iris_166_aug_00260.jpg,88.04669563137755,36.90710985022163,0,216,106.63767538265306,41.011870865233185,0,224,60.66665338010204,28.410987320101025,0,211,yellow_walking_iris
1Dxsue-9c1I-ygIE7hsnQBfCxpQ65qofr,Yellow_Walking_Iris_54_aug_00259.jpg,93.16924426020408,36.99544299626755,4,240,111.10457190688776,40.287675355361394,9,247,49.14985251913265,24.955236654333397,0,164,yellow_walking_iris
1ZqWjBfSUG1ap0AQGE9s8zy3IoXdR-KaW,Yellow_Walking_Iris_268_aug_00258.jpg,60.97506776147959,46.07412129835326,0,228,76.25984534438776,53.06329665012477,0,244,33.22444993622449,30.84773175300269,0,172,yellow_walking_iris
1szczwkCIwAcL7d8LGeJYs83ODDYy3Dsw,Yellow_Walking_Iris_79_aug_00257.jpg,67.02614795918367,44.603809193840796,0,210,83.06556919642857,51.03676635716438,0,215,26.286850286989797,23.283352940488925,0,176,yellow_walking_iris
1jN9A3_6ulEY0WFUf-WX2B6cj7ehsN8_D,Yellow_Walking_Iris_189_aug_00256.jpg,71.71123644770408,45.54140088461333,0,208,94.31024792729592,55.68804924159741,0,232,55.916912468112244,36.56094880716524,0,178,yellow_walking_iris
1lw9MNH8eMyTEleXghFSYO5I5yoaB-Pmf,Yellow_Walking_Iris_253_aug_00254.jpg,120.69437579719387,49.00520756572376,0,242,121.75225207270408,49.636739900737325,0,234,76.0741191007653,35.26407624146347,0,207,yellow_walking_iris
1dTGXmIl6970tBBT2qXM9qx2E6RfNg4dJ,Yellow_Walking_Iris_325_aug_00253.jpg,81.87185108418367,37.58574168970967,0,201,84.99673150510205,39.41619096477402,0,188,32.09984853316327,23.822699285609257,0,140,yellow_walking_iris
1Lp3SAGsjngeaMj9N9ciBhvVRkCGbMhwn,Yellow_Walking_Iris_528_aug_00251.jpg,83.74041374362245,61.672050416983375,0,255,111.98026945153062,73.14865259190752,0,255,56.518973214285715,47.25155301307293,0,247,yellow_walking_iris
1dRgYS8LlSgW72i6YywzfiOYBMOIXHbNe,Yellow_Walking_Iris_576_aug_00252.jpg,82.65371890943878,61.93980713200884,0,255,99.89929448341837,68.88237374052812,0,255,47.697823660714285,43.39639269527511,0,250,yellow_walking_iris
1jdzmB4dBJBQ1YT29itgXPcn25MI7CYTO,widliczka_kraussa_880_aug_00434.jpg,85.61254384566327,34.212032662621986,0,211,85.61254384566327,34.212032662621986,0,211,85.61254384566327,34.212032662621986,0,211,widliczka_kraussa
1oXDuxOvDHtAll5ClHVwXRcut4FU3q4gL,widliczka_kraussa_588_aug_00435.jpg,90.95053411989795,33.71089394733914,0,224,118.78477758290816,40.11227586420813,0,244,73.22502790178571,24.61820883721756,0,186,widliczka_kraussa
1vV0vUFt1cHpW_Phgl0dbUfCv15IbbmEn,widliczka_kraussa_245_aug_00433.jpg,73.1224290497449,35.26675826677171,0,237,116.34002311862245,37.528991733527555,18,255,47.56851881377551,23.54457447590082,0,190,widliczka_kraussa
1RMQVGWInfDtTpiZSyh0fCFN1JHwnSAPG,widliczka_kraussa_245_aug_00432.jpg,71.83446269132654,53.08672973414612,0,249,71.83446269132654,53.08672973414612,0,249,71.83446269132654,53.08672973414612,0,249,widliczka_kraussa
1SUDsF-oPGcQjA8GynTikTnp2ZtEk3Vtf,widliczka_kraussa_438_aug_00431.jpg,71.11690848214286,33.73307818613512,0,212,123.05524553571429,44.4368992098618,0,251,52.998325892857146,25.5806219832397,0,163,widliczka_kraussa
1-ELuA56CVhXP1AmouaFrZf_GoMlsK4XT,widliczka_kraussa_833_aug_00429.jpg,78.05331234056122,42.28123760065531,0,218,118.45966198979592,55.793807780830114,0,236,56.04930644132653,31.08856773290653,0,190,widliczka_kraussa
1nFNpcEwGGkcUd5isffztbfUXJWC2qg72,widliczka_kraussa_833_aug_00425.jpg,56.26259566326531,36.953779142056355,0,231,93.69222337372449,51.102937334290786,0,249,40.418865593112244,28.364385749434323,0,178,widliczka_kraussa
1xU7Qz3bjz6m7ZSKUGDymNBLRSKsGaqnR,widliczka_kraussa_564_aug_00424.jpg,91.01953125,41.27860182151216,0,252,130.22566565688774,43.77324769266723,0,255,46.55616230867347,22.318989033928375,0,199,widliczka_kraussa
1whEN2I6jnOJR2wCAztmjqeRLimSytTbM,widliczka_kraussa_912_aug_00422.jpg,48.34119897959184,31.695695625790485,0,196,83.95719068877551,40.717379769065204,0,234,41.19652822066327,26.59434129778024,0,176,widliczka_kraussa
